"";"Protein";"Label";"log2FC";"SE";"DF";"pvalue";"adj.pvalue";"issue";"GeneName";"ProName"
"16";"4ET_MOUSE|Q9EST3";"Tg_BioIDvsAll";4,97246809850545;0,664342397555061;14,2763805721369;2,61681039964752e-06;2,27207019000112e-05;NA;"Eif4enif1";"Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1)"
"17";"4F2_MOUSE|P10852";"Tg_BioIDvsAll";-0,640517690249914;0,430815354991579;14,2763805721369;0,158828460574581;0,182832399865038;NA;"Slc3a2";"4F2 cell-surface antigen heavy chain (4F2hc) (Solute carrier family 3 member 2) (CD antigen CD98)"
"18";"5NT3A_MOUSE|Q9D020";"Tg_BioIDvsAll";-1,66187891050241;0,34510446463154;14,2763805721369;0,000259958232486027;0,000725942638248576;NA;"Nt5c3a";"Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Lupin) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I)"
"19";"5NTC_MOUSE|Q3V1L4";"Tg_BioIDvsAll";-1,21201000112166;0,380160127362065;14,2763805721369;0,00643732774316965;0,0104542366923866;NA;"Nt5c2";"Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77)"
"20";"68MP_MOUSE|P56379";"Tg_BioIDvsAll";-1,43542349009682;0,508155428536416;14,2763805721369;0,0132997527218351;0,0197113725163696;NA;"Atp5mj";"ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ)"
"21";"6PGD_MOUSE|Q9DCD0";"Tg_BioIDvsAll";-1,87997744738238;0,313192656390032;14,2763805721369;2,98354127442326e-05;0,00013304345314869;NA;"Pgd";"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"22";"6PGL_MOUSE|Q9CQ60";"Tg_BioIDvsAll";-2,12594328784826;0,451974312298849;14,2763805721369;0,000321799888322243;0,000862654284395981;NA;"Pgls";"6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)"
"23";"A0A087WNU5_MOUSE|A0A087WNU5";"Tg_BioIDvsAll";6,1616358379954;0,993670531266355;14,2763805721369;2,11741211199595e-05;0,000103889998320495;NA;"Ank3";"Ankyrin-3 (Fragment)"
"24";"A0A087WNW2_MOUSE|A0A087WNW2";"Tg_BioIDvsAll";-2,21885234400315;0,478047847887314;14,2763805721369;0,000362554120819528;0,000958272917781692;NA;"Nfasc";"Neurofascin"
"25";"A0A087WPL5_MOUSE|A0A087WPL5";"Tg_BioIDvsAll";-1,35597650224475;0,262349446525414;14,2763805721369;0,00013393027710805;0,000431016603368601;NA;"Dhx9";"DEAH box protein 9 (EC 3.6.4.13) (Nuclear DNA helicase II)"
"26";"A0A087WQM0_MOUSE|A0A087WQM0";"Tg_BioIDvsAll";-1,91774511280989;0,857707093044379;14,2763805721369;0,0418168687633921;0,054276588843913;NA;"Tns1";"Tensin 1"
"27";"A0A087WRP9_MOUSE|A0A087WRP9";"Tg_BioIDvsAll";2,89871918826575;0,795929013443256;14,2763805721369;0,00259079525039008;0,00485166221346511;NA;"Ank3";"Ankyrin-3 (Fragment)"
"28";"A0A087WS16_MOUSE|A0A087WS16";"Tg_BioIDvsAll";-4,05549387051054;1,81787865675074;14,2763805721369;0,0422146341967517;0,054709133671185;NA;"Col6a3";"Collagen, type VI, alpha 3"
"29";"A0A0A6YWG7_MOUSE|A0A0A6YWG7";"Tg_BioIDvsAll";0,384866623927813;0,325292622312455;14,2763805721369;0,256082294164035;0,283372490801786;NA;"Rapgef2";"Cyclic nucleotide ras GEF (Neural RAP guanine nucleotide exchange protein) (PDZ domain-containing guanine nucleotide exchange factor 1) (RA-GEF-1) (Rap guanine nucleotide exchange factor 2) (Ras/Rap1-associating GEF-1)"
"30";"A0A0A6YX99_MOUSE|A0A0A6YX99";"Tg_BioIDvsAll";4,97285721383397;0,60718675297816;10,2763805721369;8,0691604215084e-06;5,06862817588083e-05;NA;"Cep170";"Centrosomal protein of 170 kDa (Fragment)"
"31";"A0A0A6YY91_MOUSE|A0A0A6YY91";"Tg_BioIDvsAll";0,0329354089322;0,367534482776923;14,2763805721369;0,929840806621377;0,937952026980485;NA;"Ncam1";"Neural cell adhesion molecule 1 (Fragment)"
"32";"A0A0G2JDN7_MOUSE|A0A0G2JDN7";"Tg_BioIDvsAll";6,67939047472208;0,573940992051374;8,27638057213694;2,04323163381431e-06;1,93220788290739e-05;NA;"Map4";"Microtubule-associated protein"
"33";"A0A0G2JFH2_MOUSE|A0A0G2JFH2";"Tg_BioIDvsAll";4,56010201790264;0,61056004766885;14,2763805721369;2,68259269291632e-06;2,3094808158305e-05;NA;"Map4";"Microtubule-associated protein (Fragment)"
"34";"A0A0G2JFH6_MOUSE|A0A0G2JFH6";"Tg_BioIDvsAll";3,91271502600374;0,778081200554873;14,2763805721369;0,000173870914891639;0,000528783750728426;NA;"Nhsl2";"NHS-like protein 2 (Fragment)"
"35";"A0A0G2JFZ4_MOUSE|A0A0G2JFZ4";"Tg_BioIDvsAll";0,571556921990735;0,768726322462009;14,2763805721369;0,469232323314267;0,498320613864118;NA;"Tsc22d2";"TSC22 domain family, member 2"
"36";"A0A0G2JFZ5_MOUSE|A0A0G2JFZ5";"Tg_BioIDvsAll";-0,945531827230796;0,317071687212671;8,27638057213694;0,0168883402597241;0,0242882580155342;NA;"Lrrc7";"Leucine-rich repeat-containing protein 7 (Fragment)"
"37";"A0A0J9YUS1_MOUSE|A0A0J9YUS1";"Tg_BioIDvsAll";-1,57102511809267;0,3377401620755;14,2763805721369;0,000355595045935885;0,000941363293487645;NA;"Hectd4";"HECT domain E3 ubiquitin protein ligase 4 (Fragment)"
"38";"A0A0J9YVH8_MOUSE|A0A0J9YVH8";"Tg_BioIDvsAll";5,68328856075484;0,436121932908706;14,2763805721369;2,54645826487013e-09;1,7591103295946e-06;NA;"Syngap1";"Ras/Rap GTPase-activating protein SynGAP (Fragment)"
"39";"A0A0N4SUM2_MOUSE|A0A0N4SUM2";"Tg_BioIDvsAll";-4,08250695649084;0,436323863795279;14,2763805721369;1,79926243831452e-07;4,91315518857644e-06;NA;"Hnrnpa2b1";"Heterogeneous nuclear ribonucleoproteins A2/B1 (Fragment)"
"40";"A0A0N4SUV0_MOUSE|A0A0N4SUV0";"Tg_BioIDvsAll";3,89283521892614;0,517338110197885;14,2763805721369;2,46062629649219e-06;2,20735587088159e-05;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5"
"41";"A0A0N4SV80_MOUSE|A0A0N4SV80";"Tg_BioIDvsAll";9,72926689611023;1,09156997760501;13,2763805721369;5,72664211402636e-07;8,64872390175429e-06;NA;"Zfp638";"Zinc finger protein 638"
"42";"A0A0N4SVL0_MOUSE|A0A0N4SVL0";"Tg_BioIDvsAll";7,58526319874831;1,03502979556132;14,2763805721369;3,33564206783955e-06;2,6873692287122e-05;NA;"Eif4g3";"Eukaryotic translation initiation factor 4 gamma 3"
"43";"A0A0N4SW73_MOUSE|A0A0N4SW73";"Tg_BioIDvsAll";5,98213293700051;0,679065041080054;14,2763805721369;3,77487164153475e-07;6,93377144842196e-06;NA;"Rab11fip5";"Rab11 family-interacting protein 5"
"44";"A0A0N4SWD7_MOUSE|A0A0N4SWD7";"Tg_BioIDvsAll";6,04506566299323;0,746913857720582;14,2763805721369;1,04717612557576e-06;1,25365461810105e-05;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5 (Fragment)"
"45";"A0A0R4J078_MOUSE|A0A0R4J078";"Tg_BioIDvsAll";1,23542921528868;0,310973160968229;14,2763805721369;0,00133965658137977;0,00281053745883097;NA;"Ubxn4";"UBX domain-containing protein 4"
"46";"A0A0R4J094_MOUSE|A0A0R4J094";"Tg_BioIDvsAll";-1,27165421810922;0,54383077360717;14,2763805721369;0,0344083031194139;0,0455198768256833;NA;"Fahd2a";"Fumarylacetoacetate hydrolase domain-containing 2A"
"47";"A0A0R4J0B4_MOUSE|A0A0R4J0B4";"Tg_BioIDvsAll";-1,46360235224161;0,66324677050989;14,2763805721369;0,0441862711166687;0,0569163917573697;NA;"Cmas";"CMP-N-acetylneuraminic acid synthase (EC 2.7.7.43) (N-acylneuraminate cytidylyltransferase)"
"48";"A0A0R4J0I1_MOUSE|A0A0R4J0I1";"Tg_BioIDvsAll";-2,16287043455261;2,06384226863423;14,2763805721369;0,312065503008604;0,341093293084377;NA;"Serpina3k";"Serine protease inhibitor A3K"
"49";"A0A0R4J117_MOUSE|A0A0R4J117";"Tg_BioIDvsAll";-1,77008230006516;0,685890400563039;14,2763805721369;0,0215185352445341;0,0300703947608321;NA;"Igsf8";"Immunoglobulin superfamily member 8"
"50";"A0A0R4J124_MOUSE|A0A0R4J124";"Tg_BioIDvsAll";1,18519643187874;0,453863543235074;14,2763805721369;0,0202652046390465;0,0284753828233826;NA;"Srpk2";"SRSF protein kinase 2"
"51";"A0A0R4J1I8_MOUSE|A0A0R4J1I8";"Tg_BioIDvsAll";8,68426088283973;1,11190988829073;14,2763805721369;1,59438327236413e-06;1,66234059216982e-05;NA;"Nyap2";"Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2"
"52";"A0A0R4J2C2_MOUSE|A0A0R4J2C2";"Tg_BioIDvsAll";1,46012984229057;0,451199351280959;14,2763805721369;0,00584705048818316;0,00968733079904784;NA;"Syt2";"Synaptotagmin"
"53";"A0A140LHX5_MOUSE|A0A140LHX5";"Tg_BioIDvsAll";0,87604995816231;0,328785914832794;14,2763805721369;0,018256452799114;0,0260192806279809;NA;"Unc13b";"Protein unc-13 homolog B"
"54";"A0A140LIW3_MOUSE|A0A140LIW3";"Tg_BioIDvsAll";4,88029444515805;0,671871001374216;14,2763805721369;3,69235429428006e-06;2,90815768564968e-05;NA;"Frmpd3";"FERM and PDZ domain-containing 3"
"55";"A0A140LJD2_MOUSE|A0A140LJD2";"Tg_BioIDvsAll";2,97930612952546;0,395086867891134;14,2763805721369;2,40030362089094e-06;2,1836037302813e-05;NA;"Tanc2";"Protein TANC2 (Fragment)"
"56";"A0A1B0GR85_MOUSE|A0A1B0GR85";"Tg_BioIDvsAll";7,17018655036804;0,913602609677753;14,2763805721369;1,50598319960059e-06;1,62339883889149e-05;NA;"2900026A02Rik";"RIKEN cDNA 2900026A02 gene"
"57";"A0A1D5RLA1_MOUSE|A0A1D5RLA1";"Tg_BioIDvsAll";-0,815006498168596;0,623109643454247;14,2763805721369;0,211554513055403;0,237718498768968;NA;"Itpr1";"Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)"
"58";"A0A1D5RLD2_MOUSE|A0A1D5RLD2";"Tg_BioIDvsAll";-0,256990049166638;0,326534012776023;14,2763805721369;0,444137636131471;0,473746811873569;NA;"Agap1";"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (Fragment)"
"59";"A0A1D5RLG3_MOUSE|A0A1D5RLG3";"Tg_BioIDvsAll";-0,547716691054826;0,35076163576682;14,2763805721369;0,14029368690674;0,162896914418415;NA;"Rab3gap1";"Rab3 GTPase-activating protein catalytic subunit"
"60";"A0A1D5RLM8_MOUSE|A0A1D5RLM8";"Tg_BioIDvsAll";-2,85048946037146;0,551264388206524;14,2763805721369;0,000133376590402967;0,000430323457178374;NA;"Gm11639";"Predicted gene 11639"
"61";"A0A1D5RM83_MOUSE|A0A1D5RM83";"Tg_BioIDvsAll";2,80911450843981;0,331452691192099;14,2763805721369;6,03284433674827e-07;8,87141964895237e-06;NA;"Iqsec1";"IQ motif and SEC7 domain-containing protein 1"
"62";"A0A1D5RM99_MOUSE|A0A1D5RM99";"Tg_BioIDvsAll";4,77596499063819;0,84053294850251;14,2763805721369;5,25429563407051e-05;0,000205329156575659;NA;"Ccdc149";"Coiled-coil domain-containing 149 (Fragment)"
"63";"A0A1D5RMM1_MOUSE|A0A1D5RMM1";"Tg_BioIDvsAll";-1,97541105391612;0,458486096529244;14,2763805721369;0,000691330943432104;0,00164522536958959;NA;"Dock9";"Dedicator of cytokinesis protein 9"
"64";"A0A1L1SSA4_MOUSE|A0A1L1SSA4";"Tg_BioIDvsAll";5,56701705174986;0,746026141804838;12,2763805721369;6,66021120495078e-06;4,41628565963279e-05;NA;"Cep164";"Centrosomal protein of 164 kDa"
"65";"A0A1L1SUN4_MOUSE|A0A1L1SUN4";"Tg_BioIDvsAll";6,63733528192723;0,862831853006318;13,2763805721369;3,00529425570824e-06;2,50260837529354e-05;NA;"Map7";"Ensconsin (Fragment)"
"66";"A0A1L1SVJ6_MOUSE|A0A1L1SVJ6";"Tg_BioIDvsAll";-1,34501685653464;0,455418451331314;14,2763805721369;0,010297082890088;0,0157332005239542;NA;"Actn4";"Alpha-actinin-4 (Fragment)"
"67";"A0A1W2P772_MOUSE|A0A1W2P772";"Tg_BioIDvsAll";-1,54260012692412;0,327297391358318;14,2763805721369;0,000316026157097073;0,000849863153969296;NA;"Atp2b1";"Plasma membrane calcium-transporting ATPase 1 (Fragment)"
"68";"A0A1W2P7W6_MOUSE|A0A1W2P7W6";"Tg_BioIDvsAll";4,81389696307368;0,627346988273378;14,2763805721369;1,96038087648075e-06;1,89627716721179e-05;NA;"Fam184a";"Family with sequence similarity 184, member A (Fragment)"
"69";"A0A1W2P872_MOUSE|A0A1W2P872";"Tg_BioIDvsAll";-0,195967089186696;0,271935802886453;14,2763805721369;0,48276665667682;0,512052689008059;NA;"Nova2";"RNA-binding protein Nova-2"
"70";"A0A1W2P8G5_MOUSE|A0A1W2P8G5";"Tg_BioIDvsAll";-2,21556676742388;0,675653288094663;14,2763805721369;0,00536329583923143;0,00900608885478862;NA;"Utrn";"Utrophin (Fragment)"
"71";"A0A1Y7VNZ6_MOUSE|A0A1Y7VNZ6";"Tg_BioIDvsAll";-0,0209864729586106;0,242272559942567;14,2763805721369;0,932174097888922;0,939746742631035;NA;"Mark3";"Non-specific serine/threonine protein kinase (EC 2.7.11.1)"
"72";"A0AUN0_MOUSE|A0AUN0";"Tg_BioIDvsAll";-0,0640136760764112;0,262295334903322;14,2763805721369;0,810663038313242;0,826418260656738;NA;"Sec23ip";"Sec23ip protein (Fragment)"
"73";"A0JLN1_MOUSE|A0JLN1";"Tg_BioIDvsAll";-1,46246369591285;0,28184596253032;14,2763805721369;0,000128983833219753;0,000419341689087605;NA;"Srp72";"Srp72 protein (Fragment)"
"74";"A0JLR7_MOUSE|A0JLR7";"Tg_BioIDvsAll";-0,820065525062587;0,513532193109661;14,2763805721369;0,132177426329343;0,154000170635149;NA;"Ahnak";"Ahnak protein (Fragment)"
"75";"A16L1_MOUSE|Q8C0J2";"Tg_BioIDvsAll";-1,55170321540675;0,512992110205175;14,2763805721369;0,0089280556643135;0,0138913830489969;NA;"Atg16l1";"Autophagy-related protein 16-1 (APG16-like 1)"
"76";"A1AT1_MOUSE|P07758";"Tg_BioIDvsAll";-2,81388179426084;1,01921466616761;14,2763805721369;0,0150962376197251;0,0220527295461272;NA;"Serpina1a";"Alpha-1-antitrypsin 1-1 (AAT) (Alpha-1 protease inhibitor 1) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-1) (Serine protease inhibitor A1a) (Serpin A1a)"
"77";"A1AT2_MOUSE|P22599";"Tg_BioIDvsAll";-2,93838111991848;1,021393712155;14,2763805721369;0,0119927680607734;0,0179944570608125;NA;"Serpina1b";"Alpha-1-antitrypsin 1-2 (AAT) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-2) (Serine protease inhibitor A1b) (Serpin A1b)"
"78";"A1BN54_MOUSE|A1BN54";"Tg_BioIDvsAll";-1,70286692603205;0,305035182274911;14,2763805721369;6,28180904342411e-05;0,000236140778546996;NA;"Actn1";"Alpha actinin 1a (Alpha-actinin-1)"
"79";"A1ILI2_MOUSE|A1ILI2";"Tg_BioIDvsAll";-0,361754771359683;0,389137343107534;14,2763805721369;0,368014480251458;0,397465012846406;NA;"Vps13a";"Uncharacterized protein Vps13a 3' variant II (Uncharacterized protein Vps13a 3' variant IV) (Fragment)"
"80";"A1L3P4_MOUSE|A1L3P4";"Tg_BioIDvsAll";-0,651393654148531;0,428311069922673;14,2763805721369;0,150135505709317;0,173690189415418;NA;"Slc9a6";"Sodium/hydrogen exchanger"
"81";"A2A5V2_MOUSE|A2A5V2";"Tg_BioIDvsAll";-0,128525162865037;0,412202719599756;14,2763805721369;0,759698988326363;0,77883305512886;NA;"Sh3bp1";"SH3 domain-binding protein 1"
"82";"A2A5Y6_MOUSE|A2A5Y6";"Tg_BioIDvsAll";-1,95494459325179;0,503892904379759;14,2763805721369;0,00161184348120582;0,0032899339740206;NA;"Mapt";"Microtubule-associated protein"
"83";"A2A8R0_MOUSE|A2A8R0";"Tg_BioIDvsAll";2,305816649815;0,524653766790221;14,2763805721369;0,000584093824488248;0,00142535701630513;NA;"Zfyve9";"Zinc finger FYVE domain-containing protein"
"84";"A2ACM0_MOUSE|A2ACM0";"Tg_BioIDvsAll";-0,901813339216286;0,288370940335534;14,2763805721369;0,00727287458799316;0,0116110404467239;NA;"Rptor";"Regulatory-associated protein of mTOR"
"85";"A2AE27_MOUSE|A2AE27";"Tg_BioIDvsAll";0,30509205866363;0,332229918750813;14,2763805721369;0,373708144715028;0,40335745445695;NA;"Ampd2";"AMP deaminase (EC 3.5.4.6)"
"86";"A2AEV7_MOUSE|A2AEV7";"Tg_BioIDvsAll";3,98532015140625;0,703875639506633;13,2763805721369;7,17579610943625e-05;0,000263765759974533;NA;"Ccdc120";"Coiled-coil domain-containing protein 120"
"87";"A2AEW8_MOUSE|A2AEW8";"Tg_BioIDvsAll";6,94459057678147;1,27167414970783;12,2763805721369;0,000133800593476308;0,000430876142004761;NA;"Gripap1";"GRIP1-associated protein 1 (Gripap1 protein)"
"88";"A2AI20_MOUSE|A2AI20";"Tg_BioIDvsAll";-0,113992185916421;0,355326483787136;14,2763805721369;0,753002564162105;0,772746479721014;NA;"Grin1";"Glutamate receptor"
"89";"A2AIX1_MOUSE|A2AIX1";"Tg_BioIDvsAll";6,62651393126874;0,931429605053123;14,2763805721369;4,67654657728331e-06;3,39433223754886e-05;NA;"Sec16a";"Protein transport protein Sec16A (SEC16 homolog A) (p250)"
"90";"A2AJW4_MOUSE|A2AJW4";"Tg_BioIDvsAll";-1,55629696551781;0,405378328305686;14,2763805721369;0,00174740610347718;0,00350998904638447;NA;"Ppp1r3d";"Protein phosphatase 1 regulatory subunit"
"91";"A2AJW5_MOUSE|A2AJW5";"Tg_BioIDvsAll";3,52511128739817;0,661271691597577;14,2763805721369;9,92766214895835e-05;0,000337872541898997;NA;"Fam217b";"Family with sequence similarity 217, member B"
"92";"A2ALK6_MOUSE|A2ALK6";"Tg_BioIDvsAll";3,47003773560701;0,487048314779273;14,2763805721369;4,60068700040576e-06;3,35437867915675e-05;NA;"Epb41l4b";"Band 4.1-like protein 4B"
"93";"A2ALS7_MOUSE|A2ALS7";"Tg_BioIDvsAll";0,795386999865972;0,323197361931653;14,2763805721369;0,0271670642127776;0,0370281335961995;NA;"Rap1gap";"Rap1 GTPase-activating protein 1 (Fragment)"
"94";"A2AS98_MOUSE|A2AS98";"Tg_BioIDvsAll";-2,23231272925767;0,468695482337929;14,2763805721369;0,000287424350505843;0,000785822189883787;NA;"Nckap1";"Nck-associated protein 1"
"95";"A2AT37_MOUSE|A2AT37";"Tg_BioIDvsAll";-0,316723820309236;0,298174245457387;14,2763805721369;0,305778968717136;0,334444175858013;NA;"Upf2";"Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)"
"96";"A2ATK9_MOUSE|A2ATK9";"Tg_BioIDvsAll";7,28141963398652;0,933763021757622;14,2763805721369;1,62410216919787e-06;1,68298000751095e-05;NA;"Fam171a1";"Family with sequence similarity 171, member A1"
"97";"A2AUK8_MOUSE|A2AUK8";"Tg_BioIDvsAll";4,81383815351703;0,641039370766972;14,2763805721369;2,5193121600569e-06;2,22906780696557e-05;NA;"Epb41l1";"Band 4.1-like protein 1"
"98";"A2AWI7_MOUSE|A2AWI7";"Tg_BioIDvsAll";-0,866735247779438;0,401151367817205;14,2763805721369;0,0481876168632034;0,061540811897585;NA;"Sh3glb2";"Endophilin-B2"
"99";"A2MG_MOUSE|Q6GQT1";"Tg_BioIDvsAll";-2,87464233945743;0,394213352840222;14,2763805721369;3,53154839633756e-06;2,80320097356716e-05;NA;"A2m";"Alpha-2-macroglobulin-P (Alpha-2-macroglobulin)"
"100";"A2RTH5_MOUSE|A2RTH5";"Tg_BioIDvsAll";-1,64095884910497;0,479158752411203;14,2763805721369;0,00400488781710948;0,00702166409836425;NA;"Lcmt1";"Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)"
"101";"A2VCS7_MOUSE|A2VCS7";"Tg_BioIDvsAll";5,65043662418161;0,647768395845685;14,2763805721369;4,25636282561381e-07;7,50565877403344e-06;NA;"Armcx4";"Armcx4 protein (Fragment)"
"102";"A4_MOUSE|P12023";"Tg_BioIDvsAll";2,29819846131857;0,711444570522792;14,2763805721369;0,00591525851583478;0,00976535864002835;NA;"App";"Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (APP-C99) (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (APP-C59) (Amyloid intracellular domain 59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (APP-C57) (Amyloid intracellular domain 57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AID(50)) (Gamma-CTF(50)); C31]"
"103";"A6ZI46_MOUSE|A6ZI46";"Tg_BioIDvsAll";-2,29252628446537;0,44373121243235;14,2763805721369;0,000134456930765119;0,000432164790734634;NA;"Aldoart1";"Fructose-bisphosphate aldolase (EC 4.1.2.13)"
