"";"Protein";"Label";"log2FC";"SE";"DF";"pvalue";"adj.pvalue";"issue";"GeneName";"ProName"
"11";"2AAA_MOUSE|Q76MZ3";"WtTdvsALL";-0,115827106784895;0,187492280609093;14,2763805721369;0,546455816307952;0,997406586915467;NA;"Ppp2r1a";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)"
"12";"2ABA_MOUSE|Q6P1F6";"WtTdvsALL";-0,0449536357309009;0,260605839865535;14,2763805721369;0,865468646403205;0,997406586915467;NA;"Ppp2r2a";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)"
"13";"3BP5_MOUSE|Q9Z131";"WtTdvsALL";-0,049251292358346;0,243707788813439;14,2763805721369;0,842696640647905;0,997406586915467;NA;"Sh3bp5";"SH3 domain-binding protein 5 (SH3BP-5) (SH3 domain-binding protein that preferentially associates with BTK)"
"14";"3HIDH_MOUSE|Q99L13";"WtTdvsALL";-0,0255613900723393;0,271372252495025;14,2763805721369;0,926265026523736;0,997406586915467;NA;"Hibadh";"3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)"
"15";"41_MOUSE|P48193";"WtTdvsALL";-0,0493516123462079;0,141228933110046;14,2763805721369;0,731856919359151;0,997406586915467;NA;"Epb41";"Protein 4.1 (P4.1) (4.1R) (Band 4.1) (Erythrocyte membrane protein band 4.1)"
"16";"4ET_MOUSE|Q9EST3";"WtTdvsALL";0,0989057045584252;0,393788277434533;14,2763805721369;0,805265898440845;0,997406586915467;NA;"Eif4enif1";"Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1)"
"17";"4F2_MOUSE|P10852";"WtTdvsALL";-0,0656414096590053;0,255365361534704;14,2763805721369;0,800808645376791;0,997406586915467;NA;"Slc3a2";"4F2 cell-surface antigen heavy chain (4F2hc) (Solute carrier family 3 member 2) (CD antigen CD98)"
"18";"5NT3A_MOUSE|Q9D020";"WtTdvsALL";0,140154568065289;0,204560318839138;14,2763805721369;0,504222409197457;0,997406586915467;NA;"Nt5c3a";"Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Lupin) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I)"
"19";"5NTC_MOUSE|Q3V1L4";"WtTdvsALL";0,158275709647585;0,225339527108524;14,2763805721369;0,493731422867196;0,997406586915467;NA;"Nt5c2";"Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77)"
"20";"68MP_MOUSE|P56379";"WtTdvsALL";-0,161935580472801;0,301208611114989;14,2763805721369;0,599120818675136;0,997406586915467;NA;"Atp5mj";"ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ)"
"21";"6PGD_MOUSE|Q9DCD0";"WtTdvsALL";-0,104346571986976;0,185644627106242;14,2763805721369;0,582781562704496;0,997406586915467;NA;"Pgd";"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"22";"6PGL_MOUSE|Q9CQ60";"WtTdvsALL";-0,178707642165873;0,267907311861833;14,2763805721369;0,515377418809035;0,997406586915467;NA;"Pgls";"6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)"
"23";"A0A087WNU5_MOUSE|A0A087WNU5";"WtTdvsALL";-0,772288070904563;0,588997192238365;14,2763805721369;0,210491462305598;0,997406586915467;NA;"Ank3";"Ankyrin-3 (Fragment)"
"24";"A0A087WNW2_MOUSE|A0A087WNW2";"WtTdvsALL";0,0548612024675008;0,283362373444228;14,2763805721369;0,849210517378775;0,997406586915467;NA;"Nfasc";"Neurofascin"
"25";"A0A087WPL5_MOUSE|A0A087WPL5";"WtTdvsALL";-0,264616062362573;0,155507366402252;14,2763805721369;0,110492499646169;0,997406586915467;NA;"Dhx9";"DEAH box protein 9 (EC 3.6.4.13) (Nuclear DNA helicase II)"
"26";"A0A087WQM0_MOUSE|A0A087WQM0";"WtTdvsALL";-0,544915604705548;0,508405003137457;14,2763805721369;0,3015886483732;0,997406586915467;NA;"Tns1";"Tensin 1"
"27";"A0A087WRP9_MOUSE|A0A087WRP9";"WtTdvsALL";-0,254045057257913;0,471786109568613;14,2763805721369;0,598545281207845;0,997406586915467;NA;"Ank3";"Ankyrin-3 (Fragment)"
"28";"A0A087WS16_MOUSE|A0A087WS16";"WtTdvsALL";-1,98608972366302;1,07754571657839;14,2763805721369;0,0861638437532301;0,997406586915467;NA;"Col6a3";"Collagen, type VI, alpha 3"
"29";"A0A0A6YWG7_MOUSE|A0A0A6YWG7";"WtTdvsALL";0,15585472138519;0,192816869544996;14,2763805721369;0,432179044641044;0,997406586915467;NA;"Rapgef2";"Cyclic nucleotide ras GEF (Neural RAP guanine nucleotide exchange protein) (PDZ domain-containing guanine nucleotide exchange factor 1) (RA-GEF-1) (Rap guanine nucleotide exchange factor 2) (Ras/Rap1-associating GEF-1)"
"30";"A0A0A6YX99_MOUSE|A0A0A6YX99";"WtTdvsALL";0,865531419345903;0,403612734801828;10,2763805721369;0,0568815945420177;0,997406586915467;NA;"Cep170";"Centrosomal protein of 170 kDa (Fragment)"
"31";"A0A0A6YY91_MOUSE|A0A0A6YY91";"WtTdvsALL";0,107404953143656;0,217855689179496;14,2763805721369;0,629502326305683;0,997406586915467;NA;"Ncam1";"Neural cell adhesion molecule 1 (Fragment)"
"32";"A0A0G2JDN7_MOUSE|A0A0G2JDN7";"WtTdvsALL";0,312810283209462;0,430890328444054;8,27638057213694;0,487880782537525;0,997406586915467;NA;"Map4";"Microtubule-associated protein"
"33";"A0A0G2JFH2_MOUSE|A0A0G2JFH2";"WtTdvsALL";0,0924361743353206;0,361908844485476;14,2763805721369;0,802047268206396;0,997406586915467;NA;"Map4";"Microtubule-associated protein (Fragment)"
"34";"A0A0G2JFH6_MOUSE|A0A0G2JFH6";"WtTdvsALL";-0,00182590837312757;0,461206836712995;14,2763805721369;0,996895989713284;0,999262868879093;NA;"Nhsl2";"NHS-like protein 2 (Fragment)"
"35";"A0A0G2JFZ4_MOUSE|A0A0G2JFZ4";"WtTdvsALL";-0,264625364195258;0,455661742280732;14,2763805721369;0,570463893802543;0,997406586915467;NA;"Tsc22d2";"TSC22 domain family, member 2"
"36";"A0A0G2JFZ5_MOUSE|A0A0G2JFZ5";"WtTdvsALL";-Inf;NA;NA;NA;NA;"oneConditionMissing";"Lrrc7";"Leucine-rich repeat-containing protein 7 (Fragment)"
"37";"A0A0J9YUS1_MOUSE|A0A0J9YUS1";"WtTdvsALL";-0,348979312702656;0,200195136022683;14,2763805721369;0,102786672294116;0,997406586915467;NA;"Hectd4";"HECT domain E3 ubiquitin protein ligase 4 (Fragment)"
"38";"A0A0J9YVH8_MOUSE|A0A0J9YVH8";"WtTdvsALL";-0,115606261806835;0,258510830173689;14,2763805721369;0,66143998528683;0,997406586915467;NA;"Syngap1";"Ras/Rap GTPase-activating protein SynGAP (Fragment)"
"39";"A0A0N4SUM2_MOUSE|A0A0N4SUM2";"WtTdvsALL";-0,20875923111276;0,258630524500406;14,2763805721369;0,432810331372057;0,997406586915467;NA;"Hnrnpa2b1";"Heterogeneous nuclear ribonucleoproteins A2/B1 (Fragment)"
"40";"A0A0N4SUV0_MOUSE|A0A0N4SUV0";"WtTdvsALL";-0,10061092898772;0,306651636288465;14,2763805721369;0,747602132545883;0,997406586915467;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5"
"41";"A0A0N4SV80_MOUSE|A0A0N4SV80";"WtTdvsALL";-1,93232100460643;0,662557847010164;13,2763805721369;0,0118006225079664;0,89473376627566;NA;"Zfp638";"Zinc finger protein 638"
"42";"A0A0N4SVL0_MOUSE|A0A0N4SVL0";"WtTdvsALL";-1,17096481530678;0,613512853895085;14,2763805721369;0,0766225187397148;0,997406586915467;NA;"Eif4g3";"Eukaryotic translation initiation factor 4 gamma 3"
"43";"A0A0N4SW73_MOUSE|A0A0N4SW73";"WtTdvsALL";-0,393627707586721;0,402515109342787;14,2763805721369;0,344395170614607;0,997406586915467;NA;"Rab11fip5";"Rab11 family-interacting protein 5"
"44";"A0A0N4SWD7_MOUSE|A0A0N4SWD7";"WtTdvsALL";-0,818658320317849;0,442732426089654;14,2763805721369;0,0852555791515357;0,997406586915467;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5 (Fragment)"
"45";"A0A0R4J078_MOUSE|A0A0R4J078";"WtTdvsALL";0,0123730241183316;0,184329023462485;14,2763805721369;0,947413480788825;0,997406586915467;NA;"Ubxn4";"UBX domain-containing protein 4"
"46";"A0A0R4J094_MOUSE|A0A0R4J094";"WtTdvsALL";0,0207260514044292;0,322355135458456;14,2763805721369;0,949626394344079;0,997406586915467;NA;"Fahd2a";"Fumarylacetoacetate hydrolase domain-containing 2A"
"47";"A0A0R4J0B4_MOUSE|A0A0R4J0B4";"WtTdvsALL";0,377846918830919;0,39313884562284;14,2763805721369;0,352496994333558;0,997406586915467;NA;"Cmas";"CMP-N-acetylneuraminic acid synthase (EC 2.7.7.43) (N-acylneuraminate cytidylyltransferase)"
"48";"A0A0R4J0I1_MOUSE|A0A0R4J0I1";"WtTdvsALL";-0,824007583325442;1,22334039623701;14,2763805721369;0,511341917820615;0,997406586915467;NA;"Serpina3k";"Serine protease inhibitor A3K"
"49";"A0A0R4J117_MOUSE|A0A0R4J117";"WtTdvsALL";0,206459518821087;0,406560834203292;14,2763805721369;0,619334970953133;0,997406586915467;NA;"Igsf8";"Immunoglobulin superfamily member 8"
"50";"A0A0R4J124_MOUSE|A0A0R4J124";"WtTdvsALL";0,437757305156195;0,269027151569173;14,2763805721369;0,12555981413941;0,997406586915467;NA;"Srpk2";"SRSF protein kinase 2"
"51";"A0A0R4J1I8_MOUSE|A0A0R4J1I8";"WtTdvsALL";-0,741273774986411;0,659083450316958;14,2763805721369;0,279269354025806;0,997406586915467;NA;"Nyap2";"Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2"
"52";"A0A0R4J2C2_MOUSE|A0A0R4J2C2";"WtTdvsALL";-0,404764302330151;0,267447954510207;14,2763805721369;0,151990496076984;0,997406586915467;NA;"Syt2";"Synaptotagmin"
"53";"A0A140LHX5_MOUSE|A0A140LHX5";"WtTdvsALL";-0,0491437755985401;0,194887515117552;14,2763805721369;0,804507807409686;0,997406586915467;NA;"Unc13b";"Protein unc-13 homolog B"
"54";"A0A140LIW3_MOUSE|A0A140LIW3";"WtTdvsALL";-0,709738759497681;0,398250849656843;14,2763805721369;0,0960001640634751;0,997406586915467;NA;"Frmpd3";"FERM and PDZ domain-containing 3"
"55";"A0A140LJD2_MOUSE|A0A140LJD2";"WtTdvsALL";0,424225931946691;0,234187337307431;14,2763805721369;0,0911523184509458;0,997406586915467;NA;"Tanc2";"Protein TANC2 (Fragment)"
"56";"A0A1B0GR85_MOUSE|A0A1B0GR85";"WtTdvsALL";-0,0230113382871062;0,541537013517007;14,2763805721369;0,966694571416201;0,997406586915467;NA;"2900026A02Rik";"RIKEN cDNA 2900026A02 gene"
"57";"A0A1D5RLA1_MOUSE|A0A1D5RLA1";"WtTdvsALL";0,272434362324073;0,369347604566149;14,2763805721369;0,472701998276805;0,997406586915467;NA;"Itpr1";"Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)"
"58";"A0A1D5RLD2_MOUSE|A0A1D5RLD2";"WtTdvsALL";0,312130720433044;0,193552702474026;14,2763805721369;0,128703073818436;0,997406586915467;NA;"Agap1";"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (Fragment)"
"59";"A0A1D5RLG3_MOUSE|A0A1D5RLG3";"WtTdvsALL";-0,0482681102531805;0,207913601250005;14,2763805721369;0,819712821602619;0,997406586915467;NA;"Rab3gap1";"Rab3 GTPase-activating protein catalytic subunit"
"60";"A0A1D5RLM8_MOUSE|A0A1D5RLM8";"WtTdvsALL";-0,169495063105757;0,326761402917773;14,2763805721369;0,611907982378872;0,997406586915467;NA;"Gm11639";"Predicted gene 11639"
"61";"A0A1D5RM83_MOUSE|A0A1D5RM83";"WtTdvsALL";0,216842914174335;0,196468244080055;14,2763805721369;0,287977952166297;0,997406586915467;NA;"Iqsec1";"IQ motif and SEC7 domain-containing protein 1"
"62";"A0A1D5RM99_MOUSE|A0A1D5RM99";"WtTdvsALL";-0,153328381972794;0,498225046505991;14,2763805721369;0,762717178108038;0,997406586915467;NA;"Ccdc149";"Coiled-coil domain-containing 149 (Fragment)"
"63";"A0A1D5RMM1_MOUSE|A0A1D5RMM1";"WtTdvsALL";0,118486876053859;0,271767165311725;14,2763805721369;0,669366829429531;0,997406586915467;NA;"Dock9";"Dedicator of cytokinesis protein 9"
"64";"A0A1L1SSA4_MOUSE|A0A1L1SSA4";"WtTdvsALL";0,215794856013237;0,471828360426209;12,2763805721369;0,655401559456121;0,997406586915467;NA;"Cep164";"Centrosomal protein of 164 kDa"
"65";"A0A1L1SUN4_MOUSE|A0A1L1SUN4";"WtTdvsALL";-0,617072075745454;0,523719071235324;13,2763805721369;0,259384903320761;0,997406586915467;NA;"Map7";"Ensconsin (Fragment)"
"66";"A0A1L1SVJ6_MOUSE|A0A1L1SVJ6";"WtTdvsALL";-0,00728507961882296;0,269948821754669;14,2763805721369;0,978843803890846;0,997406586915467;NA;"Actn4";"Alpha-actinin-4 (Fragment)"
"67";"A0A1W2P772_MOUSE|A0A1W2P772";"WtTdvsALL";0,0798177405281729;0,194005194348786;14,2763805721369;0,686873929529037;0,997406586915467;NA;"Atp2b1";"Plasma membrane calcium-transporting ATPase 1 (Fragment)"
"68";"A0A1W2P7W6_MOUSE|A0A1W2P7W6";"WtTdvsALL";-0,0318011353243932;0,371859286378664;14,2763805721369;0,93303636115923;0,997406586915467;NA;"Fam184a";"Family with sequence similarity 184, member A (Fragment)"
"69";"A0A1W2P872_MOUSE|A0A1W2P872";"WtTdvsALL";-0,0712021075174136;0,16118966934149;14,2763805721369;0,665302844182484;0,997406586915467;NA;"Nova2";"RNA-binding protein Nova-2"
"70";"A0A1W2P8G5_MOUSE|A0A1W2P8G5";"WtTdvsALL";-0,417225645870008;0,400492796246267;14,2763805721369;0,314835040132266;0,997406586915467;NA;"Utrn";"Utrophin (Fragment)"
"71";"A0A1Y7VNZ6_MOUSE|A0A1Y7VNZ6";"WtTdvsALL";0,301986354891782;0,143606812391544;14,2763805721369;0,0536745016989905;0,997406586915467;NA;"Mark3";"Non-specific serine/threonine protein kinase (EC 2.7.11.1)"
"72";"A0AUN0_MOUSE|A0AUN0";"WtTdvsALL";0,163683240303918;0,15547529179354;14,2763805721369;0,309929685106601;0,997406586915467;NA;"Sec23ip";"Sec23ip protein (Fragment)"
"73";"A0JLN1_MOUSE|A0JLN1";"WtTdvsALL";-0,0341922922961004;0,167063906345814;14,2763805721369;0,840722337290149;0,997406586915467;NA;"Srp72";"Srp72 protein (Fragment)"
"74";"A0JLR7_MOUSE|A0JLR7";"WtTdvsALL";-0,10870078359018;0,304395682822683;14,2763805721369;0,726237804573674;0,997406586915467;NA;"Ahnak";"Ahnak protein (Fragment)"
"75";"A16L1_MOUSE|Q8C0J2";"WtTdvsALL";0,160559586512697;0,304075549232817;14,2763805721369;0,605592587168094;0,997406586915467;NA;"Atg16l1";"Autophagy-related protein 16-1 (APG16-like 1)"
"76";"A1AT1_MOUSE|P07758";"WtTdvsALL";-0,9760798500402;0,604138452104273;14,2763805721369;0,128045774371267;0,997406586915467;NA;"Serpina1a";"Alpha-1-antitrypsin 1-1 (AAT) (Alpha-1 protease inhibitor 1) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-1) (Serine protease inhibitor A1a) (Serpin A1a)"
"77";"A1AT2_MOUSE|P22599";"WtTdvsALL";-0,768849544111552;0,605430079387108;14,2763805721369;0,224421189120234;0,997406586915467;NA;"Serpina1b";"Alpha-1-antitrypsin 1-2 (AAT) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-2) (Serine protease inhibitor A1b) (Serpin A1b)"
"78";"A1BN54_MOUSE|A1BN54";"WtTdvsALL";-0,157470362874358;0,180809292658475;14,2763805721369;0,398206866873055;0,997406586915467;NA;"Actn1";"Alpha actinin 1a (Alpha-actinin-1)"
"79";"A1ILI2_MOUSE|A1ILI2";"WtTdvsALL";-0,0153488654473991;0,230660762570202;14,2763805721369;0,947868423317604;0,997406586915467;NA;"Vps13a";"Uncharacterized protein Vps13a 3' variant II (Uncharacterized protein Vps13a 3' variant IV) (Fragment)"
"80";"A1L3P4_MOUSE|A1L3P4";"WtTdvsALL";0,136963948478705;0,253880949118579;14,2763805721369;0,597869060425081;0,997406586915467;NA;"Slc9a6";"Sodium/hydrogen exchanger"
"81";"A2A5V2_MOUSE|A2A5V2";"WtTdvsALL";0,166173464631312;0,244332740921543;14,2763805721369;0,507313695275223;0,997406586915467;NA;"Sh3bp1";"SH3 domain-binding protein 1"
"82";"A2A5Y6_MOUSE|A2A5Y6";"WtTdvsALL";0,441340610235603;0,29868200427588;14,2763805721369;0,161227301746194;0,997406586915467;NA;"Mapt";"Microtubule-associated protein"
"83";"A2A8R0_MOUSE|A2A8R0";"WtTdvsALL";-0,294219281058685;0,310987984259633;14,2763805721369;0,359846943875724;0,997406586915467;NA;"Zfyve9";"Zinc finger FYVE domain-containing protein"
"84";"A2ACM0_MOUSE|A2ACM0";"WtTdvsALL";-0,145797855153853;0,170931580273701;14,2763805721369;0,407764360097358;0,997406586915467;NA;"Rptor";"Regulatory-associated protein of mTOR"
"85";"A2AE27_MOUSE|A2AE27";"WtTdvsALL";-0,110017648986259;0,196928944921439;14,2763805721369;0,585045971592993;0,997406586915467;NA;"Ampd2";"AMP deaminase (EC 3.5.4.6)"
"86";"A2AEV7_MOUSE|A2AEV7";"WtTdvsALL";-0,460714691416977;0,427236309024957;13,2763805721369;0,300076221391873;0,997406586915467;NA;"Ccdc120";"Coiled-coil domain-containing protein 120"
"87";"A2AEW8_MOUSE|A2AEW8";"WtTdvsALL";1,15055219053962;0,80427735092694;12,2763805721369;0,177519260274092;0,997406586915467;NA;"Gripap1";"GRIP1-associated protein 1 (Gripap1 protein)"
"88";"A2AI20_MOUSE|A2AI20";"WtTdvsALL";-0,3874090917377;0,210619410250433;14,2763805721369;0,0867460878368373;0,997406586915467;NA;"Grin1";"Glutamate receptor"
"89";"A2AIX1_MOUSE|A2AIX1";"WtTdvsALL";-0,315354710795069;0,552103946813055;14,2763805721369;0,576754687401154;0,997406586915467;NA;"Sec16a";"Protein transport protein Sec16A (SEC16 homolog A) (p250)"
"90";"A2AJW4_MOUSE|A2AJW4";"WtTdvsALL";0,0416063096919508;0,240287589954028;14,2763805721369;0,864962858074385;0,997406586915467;NA;"Ppp1r3d";"Protein phosphatase 1 regulatory subunit"
"91";"A2AJW5_MOUSE|A2AJW5";"WtTdvsALL";0,387141072705756;0,391968119615378;14,2763805721369;0,339751776618751;0,997406586915467;NA;"Fam217b";"Family with sequence similarity 217, member B"
"92";"A2ALK6_MOUSE|A2ALK6";"WtTdvsALL";-0,354239857895331;0,288697390999234;14,2763805721369;0,239662900916483;0,997406586915467;NA;"Epb41l4b";"Band 4.1-like protein 4B"
"93";"A2ALS7_MOUSE|A2ALS7";"WtTdvsALL";0,244047543766123;0,191574906094869;14,2763805721369;0,22304722983413;0,997406586915467;NA;"Rap1gap";"Rap1 GTPase-activating protein 1 (Fragment)"
"94";"A2AS98_MOUSE|A2AS98";"WtTdvsALL";-0,0644098982131309;0,277818768319545;14,2763805721369;0,819951451933436;0,997406586915467;NA;"Nckap1";"Nck-associated protein 1"
"95";"A2AT37_MOUSE|A2AT37";"WtTdvsALL";-0,211620156807361;0,176742479369269;14,2763805721369;0,250678798946512;0,997406586915467;NA;"Upf2";"Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)"
"96";"A2ATK9_MOUSE|A2ATK9";"WtTdvsALL";0,0539540800225691;0,553487077180743;14,2763805721369;0,923700342470824;0,997406586915467;NA;"Fam171a1";"Family with sequence similarity 171, member A1"
"97";"A2AUK8_MOUSE|A2AUK8";"WtTdvsALL";-1,18635300525415;0,379975432113108;14,2763805721369;0,00734733833955546;0,813215203052035;NA;"Epb41l1";"Band 4.1-like protein 1"
"98";"A2AWI7_MOUSE|A2AWI7";"WtTdvsALL";0,211294338989725;0,237782063442897;14,2763805721369;0,388942396628705;0,997406586915467;NA;"Sh3glb2";"Endophilin-B2"
"99";"A2MG_MOUSE|Q6GQT1";"WtTdvsALL";-0,0808175105674778;0,233669562153417;14,2763805721369;0,734489994164006;0,997406586915467;NA;"A2m";"Alpha-2-macroglobulin-P (Alpha-2-macroglobulin)"
"100";"A2RTH5_MOUSE|A2RTH5";"WtTdvsALL";-0,0923208602453794;0,284020860965823;14,2763805721369;0,749858075905686;0,997406586915467;NA;"Lcmt1";"Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)"
"101";"A2VCS7_MOUSE|A2VCS7";"WtTdvsALL";-0,482195635159098;0,3839640548539;14,2763805721369;0,229340201097895;0,997406586915467;NA;"Armcx4";"Armcx4 protein (Fragment)"
"102";"A4_MOUSE|P12023";"WtTdvsALL";0,0610146639029761;0,421708042339871;14,2763805721369;0,88698262167056;0,997406586915467;NA;"App";"Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (APP-C99) (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (APP-C59) (Amyloid intracellular domain 59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (APP-C57) (Amyloid intracellular domain 57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AID(50)) (Gamma-CTF(50)); C31]"
"103";"A6ZI46_MOUSE|A6ZI46";"WtTdvsALL";-0,371779148385128;0,263021222837414;14,2763805721369;0,17894323970767;0,997406586915467;NA;"Aldoart1";"Fructose-bisphosphate aldolase (EC 4.1.2.13)"
"104";"A8DUK4_MOUSE|A8DUK4";"WtTdvsALL";1,919679668428;1,94965320664446;14,2763805721369;0,341201547825285;0,997406586915467;NA;"Hbb-bs";"Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)"
"105";"A8DUN2_MOUSE|A8DUN2";"WtTdvsALL";-0,227008477564639;0,289263721618215;14,2763805721369;0,445410470511224;0,997406586915467;NA;"Hbbt1";"Beta-globin"
"106";"AACS_MOUSE|Q9D2R0";"WtTdvsALL";-0,280702276170418;0,199491508251409;14,2763805721369;0,180797933136418;0,997406586915467;NA;"Aacs";"Acetoacetyl-CoA synthetase (EC 6.2.1.16)"
"107";"AAK1_MOUSE|Q3UHJ0";"WtTdvsALL";-0,546509213554236;0,502194306020415;14,2763805721369;0,29451880409702;0,997406586915467;NA;"Aak1";"AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)"
"108";"AAKB2_MOUSE|Q6PAM0";"WtTdvsALL";0,256234727357457;0,202101426421556;14,2763805721369;0,225138978491632;0,997406586915467;NA;"Prkab2";"5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)"
"109";"AAKG1_MOUSE|O54950";"WtTdvsALL";-0,114399681466063;0,251901887862671;14,2763805721369;0,656553186867757;0,997406586915467;NA;"Prkag1";"5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg)"
