"";"Protein";"Label";"log2FC";"SE";"DF";"pvalue";"adj.pvalue";"issue";"GeneName";"ProName"
"18";"5NT3A_MOUSE|Q9D020";"Tg_tdTomvsAll";-0,0656499773791944;0,204560318839138;14,2763805721369;0,752911712272266;0,989005377741404;NA;"Nt5c3a";"Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Lupin) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I)"
"19";"5NTC_MOUSE|Q3V1L4";"Tg_tdTomvsAll";-0,0690258733835399;0,225339527108524;14,2763805721369;0,7637832622324;0,989005377741404;NA;"Nt5c2";"Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77)"
"20";"68MP_MOUSE|P56379";"Tg_tdTomvsAll";0,291441848107326;0,30120861111499;14,2763805721369;0,349363494990221;0,927740196621048;NA;"Atp5mj";"ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ)"
"21";"6PGD_MOUSE|Q9DCD0";"Tg_tdTomvsAll";0,532861799181714;0,185644627106242;14,2763805721369;0,0121488668898631;0,300812678828926;NA;"Pgd";"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"22";"6PGL_MOUSE|Q9CQ60";"Tg_tdTomvsAll";0,0662011738817415;0,267907311861833;14,2763805721369;0,808345299422777;0,989005377741404;NA;"Pgls";"6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)"
"23";"A0A087WNU5_MOUSE|A0A087WNU5";"Tg_tdTomvsAll";0,3293305031055;0,588997192238365;14,2763805721369;0,584733012222327;0,974145500369975;NA;"Ank3";"Ankyrin-3 (Fragment)"
"24";"A0A087WNW2_MOUSE|A0A087WNW2";"Tg_tdTomvsAll";-0,0946673175868522;0,283362373444228;14,2763805721369;0,74317186393232;0,989005377741404;NA;"Nfasc";"Neurofascin"
"25";"A0A087WPL5_MOUSE|A0A087WPL5";"Tg_tdTomvsAll";0,21463671957235;0,155507366402252;14,2763805721369;0,188745334311692;0,826635951125957;NA;"Dhx9";"DEAH box protein 9 (EC 3.6.4.13) (Nuclear DNA helicase II)"
"26";"A0A087WQM0_MOUSE|A0A087WQM0";"Tg_tdTomvsAll";0,863118990457869;0,508405003137457;14,2763805721369;0,111246758146762;0,751436283837877;NA;"Tns1";"Tensin 1"
"27";"A0A087WRP9_MOUSE|A0A087WRP9";"Tg_tdTomvsAll";0,0755921828693016;0,471786109568613;14,2763805721369;0,874948419449493;0,993942334063528;NA;"Ank3";"Ankyrin-3 (Fragment)"
"28";"A0A087WS16_MOUSE|A0A087WS16";"Tg_tdTomvsAll";1,01316156521088;1,07754571657839;14,2763805721369;0,36272764114019;0,92777341100372;NA;"Col6a3";"Collagen, type VI, alpha 3"
"29";"A0A0A6YWG7_MOUSE|A0A0A6YWG7";"Tg_tdTomvsAll";0,278656372507815;0,192816869544996;14,2763805721369;0,169997083345875;0,815925103807053;NA;"Rapgef2";"Cyclic nucleotide ras GEF (Neural RAP guanine nucleotide exchange protein) (PDZ domain-containing guanine nucleotide exchange factor 1) (RA-GEF-1) (Rap guanine nucleotide exchange factor 2) (Ras/Rap1-associating GEF-1)"
"30";"A0A0A6YX99_MOUSE|A0A0A6YX99";"Tg_tdTomvsAll";-0,96740482652663;0,403612734801828;10,2763805721369;0,0368956780813361;0,493030333565124;NA;"Cep170";"Centrosomal protein of 170 kDa (Fragment)"
"31";"A0A0A6YY91_MOUSE|A0A0A6YY91";"Tg_tdTomvsAll";0,0746848147391186;0,217855689179496;14,2763805721369;0,736730917115914;0,987389260187471;NA;"Ncam1";"Neural cell adhesion molecule 1 (Fragment)"
"32";"A0A0G2JDN7_MOUSE|A0A0G2JDN7";"Tg_tdTomvsAll";-0,425217777754469;0,430890328444054;8,27638057213694;0,351691569772058;0,927740196621048;NA;"Map4";"Microtubule-associated protein"
"33";"A0A0G2JFH2_MOUSE|A0A0G2JFH2";"Tg_tdTomvsAll";0,175234545972398;0,361908844485476;14,2763805721369;0,63559094853686;0,983207712879158;NA;"Map4";"Microtubule-associated protein (Fragment)"
"34";"A0A0G2JFH6_MOUSE|A0A0G2JFH6";"Tg_tdTomvsAll";-0,440178072385355;0,461206836712995;14,2763805721369;0,355760757159354;0,927740196621048;NA;"Nhsl2";"NHS-like protein 2 (Fragment)"
"35";"A0A0G2JFZ4_MOUSE|A0A0G2JFZ4";"Tg_tdTomvsAll";-0,481863579975737;0,455661742280732;14,2763805721369;0,307848646640482;0,914175433729818;NA;"Tsc22d2";"TSC22 domain family, member 2"
"36";"A0A0G2JFZ5_MOUSE|A0A0G2JFZ5";"Tg_tdTomvsAll";-Inf;NA;NA;NA;NA;"oneConditionMissing";"Lrrc7";"Leucine-rich repeat-containing protein 7 (Fragment)"
"37";"A0A0J9YUS1_MOUSE|A0A0J9YUS1";"Tg_tdTomvsAll";0,21280092886385;0,200195136022683;14,2763805721369;0,305447115572434;0,912863545390657;NA;"Hectd4";"HECT domain E3 ubiquitin protein ligase 4 (Fragment)"
"38";"A0A0J9YVH8_MOUSE|A0A0J9YVH8";"Tg_tdTomvsAll";0,262147082375367;0,258510830173689;14,2763805721369;0,327429991408682;0,923848384491149;NA;"Syngap1";"Ras/Rap GTPase-activating protein SynGAP (Fragment)"
"39";"A0A0N4SUM2_MOUSE|A0A0N4SUM2";"Tg_tdTomvsAll";-0,573127009115183;0,258630524500406;14,2763805721369;0,0434190424265043;0,52767640078144;NA;"Hnrnpa2b1";"Heterogeneous nuclear ribonucleoproteins A2/B1 (Fragment)"
"40";"A0A0N4SUV0_MOUSE|A0A0N4SUV0";"Tg_tdTomvsAll";-0,203019514512693;0,306651636288465;14,2763805721369;0,518482312324215;0,957098681040848;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5"
"41";"A0A0N4SV80_MOUSE|A0A0N4SV80";"Tg_tdTomvsAll";1,64716903972085;0,662557847010164;13,2763805721369;0,026963570288975;0,446796535281037;NA;"Zfp638";"Zinc finger protein 638"
"42";"A0A0N4SVL0_MOUSE|A0A0N4SVL0";"Tg_tdTomvsAll";1,0778038950245;0,613512853895085;14,2763805721369;0,10037377434797;0,74177560494095;NA;"Eif4g3";"Eukaryotic translation initiation factor 4 gamma 3"
"43";"A0A0N4SW73_MOUSE|A0A0N4SW73";"Tg_tdTomvsAll";0,274921298951851;0,402515109342787;14,2763805721369;0,505534923458445;0,954287212908376;NA;"Rab11fip5";"Rab11 family-interacting protein 5"
"44";"A0A0N4SWD7_MOUSE|A0A0N4SWD7";"Tg_tdTomvsAll";0,58421447495987;0,442732426089654;14,2763805721369;0,207751084691578;0,84003287110988;NA;"Plekha5";"Pleckstrin homology domain-containing, family A member 5 (Fragment)"
"45";"A0A0R4J078_MOUSE|A0A0R4J078";"Tg_tdTomvsAll";0,132812207487559;0,184329023462485;14,2763805721369;0,482838426556502;0,952500046820913;NA;"Ubxn4";"UBX domain-containing protein 4"
"46";"A0A0R4J094_MOUSE|A0A0R4J094";"Tg_tdTomvsAll";0,110063520719967;0,322355135458456;14,2763805721369;0,737749117544139;0,987389260187471;NA;"Fahd2a";"Fumarylacetoacetate hydrolase domain-containing 2A"
"47";"A0A0R4J0B4_MOUSE|A0A0R4J0B4";"Tg_tdTomvsAll";-0,241987313078127;0,39313884562284;14,2763805721369;0,547894948411663;0,96343378856196;NA;"Cmas";"CMP-N-acetylneuraminic acid synthase (EC 2.7.7.43) (N-acylneuraminate cytidylyltransferase)"
"48";"A0A0R4J0I1_MOUSE|A0A0R4J0I1";"Tg_tdTomvsAll";-0,828074453094595;1,22334039623701;14,2763805721369;0,509291845342991;0,95445133105201;NA;"Serpina3k";"Serine protease inhibitor A3K"
"49";"A0A0R4J117_MOUSE|A0A0R4J117";"Tg_tdTomvsAll";-0,227079656240745;0,406560834203292;14,2763805721369;0,585131565532821;0,974145500369975;NA;"Igsf8";"Immunoglobulin superfamily member 8"
"50";"A0A0R4J124_MOUSE|A0A0R4J124";"Tg_tdTomvsAll";0,00397574574331339;0,269027151569173;14,2763805721369;0,988413648591241;0,997872007404274;NA;"Srpk2";"SRSF protein kinase 2"
"51";"A0A0R4J1I8_MOUSE|A0A0R4J1I8";"Tg_tdTomvsAll";0,663095588884049;0,659083450316958;14,2763805721369;0,331122293010612;0,924587791748017;NA;"Nyap2";"Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2"
"52";"A0A0R4J2C2_MOUSE|A0A0R4J2C2";"Tg_tdTomvsAll";-0,444078435506883;0,267447954510207;14,2763805721369;0,118624535511532;0,756101179922936;NA;"Syt2";"Synaptotagmin"
"53";"A0A140LHX5_MOUSE|A0A140LHX5";"Tg_tdTomvsAll";0,385753027871522;0,194887515117552;14,2763805721369;0,067393091094689;0,642496571120998;NA;"Unc13b";"Protein unc-13 homolog B"
"54";"A0A140LIW3_MOUSE|A0A140LIW3";"Tg_tdTomvsAll";0,16623984802213;0,398250849656843;14,2763805721369;0,682577211871403;0,983465978128135;NA;"Frmpd3";"FERM and PDZ domain-containing 3"
"55";"A0A140LJD2_MOUSE|A0A140LJD2";"Tg_tdTomvsAll";-0,320769770057069;0,234187337307431;14,2763805721369;0,191935771303674;0,82895997844707;NA;"Tanc2";"Protein TANC2 (Fragment)"
"56";"A0A1B0GR85_MOUSE|A0A1B0GR85";"Tg_tdTomvsAll";0,206574714132247;0,541537013517007;14,2763805721369;0,708479173073497;0,984595583548807;NA;"2900026A02Rik";"RIKEN cDNA 2900026A02 gene"
"57";"A0A1D5RLA1_MOUSE|A0A1D5RLA1";"Tg_tdTomvsAll";-0,0422041457761004;0,369347604566149;14,2763805721369;0,910617833029462;0,995025495498285;NA;"Itpr1";"Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)"
"58";"A0A1D5RLD2_MOUSE|A0A1D5RLD2";"Tg_tdTomvsAll";-0,191187189521547;0,193552702474026;14,2763805721369;0,339707600770218;0,924587791748017;NA;"Agap1";"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (Fragment)"
"59";"A0A1D5RLG3_MOUSE|A0A1D5RLG3";"Tg_tdTomvsAll";-0,149394204340487;0,207913601250005;14,2763805721369;0,484019380060662;0,952500046820913;NA;"Rab3gap1";"Rab3 GTPase-activating protein catalytic subunit"
"60";"A0A1D5RLM8_MOUSE|A0A1D5RLM8";"Tg_tdTomvsAll";0,907099191192237;0,326761402917773;14,2763805721369;0,0146489730686739;0,33392219463974;NA;"Gm11639";"Predicted gene 11639"
"61";"A0A1D5RM83_MOUSE|A0A1D5RM83";"Tg_tdTomvsAll";0,131899785315534;0,196468244080055;14,2763805721369;0,512712088084486;0,95445133105201;NA;"Iqsec1";"IQ motif and SEC7 domain-containing protein 1"
"62";"A0A1D5RM99_MOUSE|A0A1D5RM99";"Tg_tdTomvsAll";0,216755612380767;0,498225046505992;14,2763805721369;0,67002683968281;0,983465978128135;NA;"Ccdc149";"Coiled-coil domain-containing 149 (Fragment)"
"63";"A0A1D5RMM1_MOUSE|A0A1D5RMM1";"Tg_tdTomvsAll";-0,0390442341076487;0,271767165311725;14,2763805721369;0,887770912689872;0,993942334063528;NA;"Dock9";"Dedicator of cytokinesis protein 9"
"64";"A0A1L1SSA4_MOUSE|A0A1L1SSA4";"Tg_tdTomvsAll";-0,127347441250671;0,471828360426209;12,2763805721369;0,79171915814819;0,989005377741404;NA;"Cep164";"Centrosomal protein of 164 kDa"
"65";"A0A1L1SUN4_MOUSE|A0A1L1SUN4";"Tg_tdTomvsAll";0,811130923543646;0,523719071235324;13,2763805721369;0,1449336083836;0,782556390361803;NA;"Map7";"Ensconsin (Fragment)"
"66";"A0A1L1SVJ6_MOUSE|A0A1L1SVJ6";"Tg_tdTomvsAll";0,176158982429767;0,269948821754669;14,2763805721369;0,524406431802502;0,959303087344872;NA;"Actn4";"Alpha-actinin-4 (Fragment)"
"67";"A0A1W2P772_MOUSE|A0A1W2P772";"Tg_tdTomvsAll";-0,380349867030003;0,194005194348786;14,2763805721369;0,0697481555681223;0,648938883307804;NA;"Atp2b1";"Plasma membrane calcium-transporting ATPase 1 (Fragment)"
"68";"A0A1W2P7W6_MOUSE|A0A1W2P7W6";"Tg_tdTomvsAll";0,0490916944669886;0,371859286378664;14,2763805721369;0,89681351805905;0,994266532258242;NA;"Fam184a";"Family with sequence similarity 184, member A (Fragment)"
"69";"A0A1W2P872_MOUSE|A0A1W2P872";"Tg_tdTomvsAll";-0,21858192131963;0,16118966934149;14,2763805721369;0,196143679939641;0,82895997844707;NA;"Nova2";"RNA-binding protein Nova-2"
"70";"A0A1W2P8G5_MOUSE|A0A1W2P8G5";"Tg_tdTomvsAll";0,873104004217646;0,400492796246267;14,2763805721369;0,0464596589484799;0,546331174671939;NA;"Utrn";"Utrophin (Fragment)"
"71";"A0A1Y7VNZ6_MOUSE|A0A1Y7VNZ6";"Tg_tdTomvsAll";-0,102265586669879;0,143606812391544;14,2763805721369;0,487864463976208;0,953136657851154;NA;"Mark3";"Non-specific serine/threonine protein kinase (EC 2.7.11.1)"
"72";"A0AUN0_MOUSE|A0AUN0";"Tg_tdTomvsAll";0,0415495118569019;0,15547529179354;14,2763805721369;0,793104796669441;0,989005377741404;NA;"Sec23ip";"Sec23ip protein (Fragment)"
"73";"A0JLN1_MOUSE|A0JLN1";"Tg_tdTomvsAll";0,25989418397813;0,167063906345815;14,2763805721369;0,141674744214897;0,782556390361803;NA;"Srp72";"Srp72 protein (Fragment)"
"74";"A0JLR7_MOUSE|A0JLR7";"Tg_tdTomvsAll";0,578657131476654;0,304395682822683;14,2763805721369;0,0776820007850259;0,682486917153492;NA;"Ahnak";"Ahnak protein (Fragment)"
"75";"A16L1_MOUSE|Q8C0J2";"Tg_tdTomvsAll";-0,171901211244151;0,304075549232817;14,2763805721369;0,580629751908727;0,974145500369975;NA;"Atg16l1";"Autophagy-related protein 16-1 (APG16-like 1)"
"76";"A1AT1_MOUSE|P07758";"Tg_tdTomvsAll";-0,0245153369663796;0,604138452104273;14,2763805721369;0,968193565136353;0,997026904899165;NA;"Serpina1a";"Alpha-1-antitrypsin 1-1 (AAT) (Alpha-1 protease inhibitor 1) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-1) (Serine protease inhibitor A1a) (Serpin A1a)"
"77";"A1AT2_MOUSE|P22599";"Tg_tdTomvsAll";0,0606473664535629;0,605430079387108;14,2763805721369;0,921600625612638;0,995025495498285;NA;"Serpina1b";"Alpha-1-antitrypsin 1-2 (AAT) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-2) (Serine protease inhibitor A1b) (Serpin A1b)"
"78";"A1BN54_MOUSE|A1BN54";"Tg_tdTomvsAll";0,544392784550256;0,180809292658475;14,2763805721369;0,00918031278430764;0,263480163527022;NA;"Actn1";"Alpha actinin 1a (Alpha-actinin-1)"
"79";"A1ILI2_MOUSE|A1ILI2";"Tg_tdTomvsAll";-0,00598965864090203;0,230660762570202;14,2763805721369;0,979642837320102;0,997026904899165;NA;"Vps13a";"Uncharacterized protein Vps13a 3' variant II (Uncharacterized protein Vps13a 3' variant IV) (Fragment)"
"80";"A1L3P4_MOUSE|A1L3P4";"Tg_tdTomvsAll";0,35802353801815;0,253880949118579;14,2763805721369;0,179894504283909;0,819805102201918;NA;"Slc9a6";"Sodium/hydrogen exchanger"
"81";"A2A5V2_MOUSE|A2A5V2";"Tg_tdTomvsAll";0,182362388721688;0,244332740921543;14,2763805721369;0,467558082451794;0,952500046820913;NA;"Sh3bp1";"SH3 domain-binding protein 1"
"82";"A2A5Y6_MOUSE|A2A5Y6";"Tg_tdTomvsAll";-0,983248859024718;0,29868200427588;14,2763805721369;0,00522716088386919;0,205844785194228;NA;"Mapt";"Microtubule-associated protein"
"83";"A2A8R0_MOUSE|A2A8R0";"Tg_tdTomvsAll";0,213662948917507;0,310987984259633;14,2763805721369;0,503062516487495;0,954287212908376;NA;"Zfyve9";"Zinc finger FYVE domain-containing protein"
"84";"A2ACM0_MOUSE|A2ACM0";"Tg_tdTomvsAll";0,195961640991072;0,170931580273701;14,2763805721369;0,270468410374399;0,892607717332709;NA;"Rptor";"Regulatory-associated protein of mTOR"
"85";"A2AE27_MOUSE|A2AE27";"Tg_tdTomvsAll";-0,0677233430863907;0,196928944921439;14,2763805721369;0,735936054595799;0,987389260187471;NA;"Ampd2";"AMP deaminase (EC 3.5.4.6)"
"86";"A2AEV7_MOUSE|A2AEV7";"Tg_tdTomvsAll";0,426826747014206;0,427236309024957;13,2763805721369;0,335636013111639;0,924587791748017;NA;"Ccdc120";"Coiled-coil domain-containing protein 120"
"87";"A2AEW8_MOUSE|A2AEW8";"Tg_tdTomvsAll";-0,279665951402186;0,80427735092694;12,2763805721369;0,733937319580306;0,987389260187471;NA;"Gripap1";"GRIP1-associated protein 1 (Gripap1 protein)"
"88";"A2AI20_MOUSE|A2AI20";"Tg_tdTomvsAll";0,0158013862062907;0,210619410250433;14,2763805721369;0,941237237829279;0,996380374405227;NA;"Grin1";"Glutamate receptor"
"89";"A2AIX1_MOUSE|A2AIX1";"Tg_tdTomvsAll";0,176831644197382;0,552103946813055;14,2763805721369;0,75339064390923;0,989005377741404;NA;"Sec16a";"Protein transport protein Sec16A (SEC16 homolog A) (p250)"
"90";"A2AJW4_MOUSE|A2AJW4";"Tg_tdTomvsAll";-0,0540510442851954;0,240287589954028;14,2763805721369;0,825211418538117;0,989005377741404;NA;"Ppp1r3d";"Protein phosphatase 1 regulatory subunit"
"91";"A2AJW5_MOUSE|A2AJW5";"Tg_tdTomvsAll";-0,454056703823899;0,391968119615378;14,2763805721369;0,265711426115935;0,892607717332709;NA;"Fam217b";"Family with sequence similarity 217, member B"
"92";"A2ALK6_MOUSE|A2ALK6";"Tg_tdTomvsAll";-0,235185534805296;0,288697390999234;14,2763805721369;0,428656897255655;0,944718888528732;NA;"Epb41l4b";"Band 4.1-like protein 4B"
"93";"A2ALS7_MOUSE|A2ALS7";"Tg_tdTomvsAll";0,0642047962495363;0,191574906094869;14,2763805721369;0,7423916555278;0,989005377741404;NA;"Rap1gap";"Rap1 GTPase-activating protein 1 (Fragment)"
"94";"A2AS98_MOUSE|A2AS98";"Tg_tdTomvsAll";-0,210712687914697;0,277818768319545;14,2763805721369;0,460518035730226;0,952500046820913;NA;"Nckap1";"Nck-associated protein 1"
"95";"A2AT37_MOUSE|A2AT37";"Tg_tdTomvsAll";0,187353147369761;0,176742479369269;14,2763805721369;0,306734301265308;0,913680138899811;NA;"Upf2";"Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)"
"96";"A2ATK9_MOUSE|A2ATK9";"Tg_tdTomvsAll";0,465118590741723;0,553487077180743;14,2763805721369;0,414569248171698;0,9416775584533;NA;"Fam171a1";"Family with sequence similarity 171, member A1"
"97";"A2AUK8_MOUSE|A2AUK8";"Tg_tdTomvsAll";0,3568779929258;0,379975432113108;14,2763805721369;0,363241179396118;0,92777341100372;NA;"Epb41l1";"Band 4.1-like protein 1"
"98";"A2AWI7_MOUSE|A2AWI7";"Tg_tdTomvsAll";-0,315217924864279;0,237782063442897;14,2763805721369;0,205775141314966;0,84000927837188;NA;"Sh3glb2";"Endophilin-B2"
"99";"A2MG_MOUSE|Q6GQT1";"Tg_tdTomvsAll";0,659610160566121;0,233669562153417;14,2763805721369;0,0133510412358699;0,31545716036381;NA;"A2m";"Alpha-2-macroglobulin-P (Alpha-2-macroglobulin)"
"100";"A2RTH5_MOUSE|A2RTH5";"Tg_tdTomvsAll";0,101758573926401;0,284020860965823;14,2763805721369;0,725377273732427;0,987389260187471;NA;"Lcmt1";"Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)"
"101";"A2VCS7_MOUSE|A2VCS7";"Tg_tdTomvsAll";0,366764734693652;0,3839640548539;14,2763805721369;0,355369349104544;0,927740196621048;NA;"Armcx4";"Armcx4 protein (Fragment)"
"102";"A4_MOUSE|P12023";"Tg_tdTomvsAll";4,54296631966761;0,421708042339871;14,2763805721369;3,04306552117395e-08;3,09175456951274e-05;NA;"App";"Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (APP-C99) (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (APP-C59) (Amyloid intracellular domain 59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (APP-C57) (Amyloid intracellular domain 57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AID(50)) (Gamma-CTF(50)); C31]"
"103";"A6ZI46_MOUSE|A6ZI46";"Tg_tdTomvsAll";0,247260643574569;0,263021222837414;14,2763805721369;0,362812169751324;0,92777341100372;NA;"Aldoart1";"Fructose-bisphosphate aldolase (EC 4.1.2.13)"
"104";"A8DUK4_MOUSE|A8DUK4";"Tg_tdTomvsAll";0,99076719503453;1,94965320664446;14,2763805721369;0,619091123842423;0,977222703306514;NA;"Hbb-bs";"Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)"
"105";"A8DUN2_MOUSE|A8DUN2";"Tg_tdTomvsAll";1,11174529684276;0,289263721618215;14,2763805721369;0,00173270899356473;0,115870113761046;NA;"Hbbt1";"Beta-globin"
"106";"AACS_MOUSE|Q9D2R0";"Tg_tdTomvsAll";-0,00561030372225391;0,199491508251409;14,2763805721369;0,977953389558418;0,997026904899165;NA;"Aacs";"Acetoacetyl-CoA synthetase (EC 6.2.1.16)"
